"","X.1","X","Kingdom","Phylum","Class","Order","Family","Genus","Species","Organism","TaxID","Assembly_Accession","Assembly_Status","Accession_Date","Assembly_Length_Total","Assembly_Length_Ungapped","BUSCO_RefseqAnnotationRelease","BUSCO_Lineage","BUSCO_Cover","BUSCO_Complete","BUSCO_SingleCopy","BUSCO_Duplicated","BUSCO_Fragmented","BUSCO_Missing","BUSCO_TotalCount","ContigN50","ScaffoldN50","Sequencing_Method","Sequencing_Attributes","SRA_Species","Species.1","Sequencing_method_1","Sequencing_method_2","Species.2","GS","AssblySz","Seq_Method","Diff","DiffProp","Species.3","GS.1","AssblySz.1","Seq_Method.1","UR","Diff.1","DiffProp.1"
"6855",22776,22776,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila rufa","Drosophila rufa (flies)",67533,"GCA_018153105.1","Contig","2020/11/30",208439571,208439571,"","","",NA,NA,NA,NA,NA,NA,24719385,24719385,"OXFORD_NANOPORE","MinION","Drosophila rufa","Drosophila rufa","OXFORD_NANOPORE","","Drosophila rufa",252360000,208439571,"OXFORD_NANOPORE",43920429,0.174038789824061,"Drosophila rufa",251400000,208439571,"OXFORD_NANOPORE",0.8505,42960429,0.170884761336516
"6857",22778,22778,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila pseudoananassae","Drosophila pseudoananassae pseudoananassae (flies)",65965,"GCA_018153035.1","Contig","2020/11/30",193740970,193740970,"","","",NA,NA,NA,NA,NA,NA,7392541,7392541,"OXFORD_NANOPORE","MinION","Drosophila pseudoananassae pseudoananassae","Drosophila pseudoananassae","OXFORD_NANOPORE","","Drosophila pseudoananassae",221346666.666667,193740970,"OXFORD_NANOPORE",27605696.666667,0.124717020059034,"Drosophila pseudoananassae",219550000,193740970,"OXFORD_NANOPORE",0.785,25809030,0.117554224550216
"6858",22781,22781,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila elegans","Drosophila elegans (flies)",30023,"GCF_018152505.1","Contig","2020/11/30",178445117,178445117,"102","diptera_odb10","4.0.2",0.998174,0.994825,0.00334855,0.00121766,0.000608828,3285,21933072,21933072,"OXFORD_NANOPORE","MinION","Drosophila elegans","Drosophila elegans","OXFORD_NANOPORE","","Drosophila elegans",210666666.666667,178445117,"OXFORD_NANOPORE",32221549.666667,0.152950393987343,"Drosophila elegans",218200000,178445117,"OXFORD_NANOPORE",0.735,39754883,0.182194697525206
"6859",22782,22782,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila kikkawai","Drosophila kikkawai (flies)",30033,"GCF_018152535.1","Contig","2020/11/30",188799863,188799863,"102","diptera_odb10","4.0.2",0.999696,0.989954,0.00974125,0,0.000304414,3285,21812520,21812520,"OXFORD_NANOPORE","MinION","Drosophila kikkawai","Drosophila kikkawai","OXFORD_NANOPORE","","Drosophila kikkawai",217293333.333333,188799863,"OXFORD_NANOPORE",28493470.333333,0.131129059029268,"Drosophila kikkawai",223250000,188799863,"OXFORD_NANOPORE",0.785,34450137,0.154311923852184
"6860",22783,22783,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila takahashii","Drosophila takahashii (flies)",29030,"GCF_018152695.1","Contig","2020/11/30",165528346,165528346,"102","diptera_odb10","4.1.4",0.98965,0.985388,0.0042618,0.000608828,0.00974125,3285,12380692,12380692,"OXFORD_NANOPORE","MinION","Drosophila takahashii","Drosophila takahashii","OXFORD_NANOPORE","","Drosophila takahashii",203466666.666667,165528346,"OXFORD_NANOPORE",37938320.666667,0.186459636304064,"Drosophila takahashii",207400000,165528346,"OXFORD_NANOPORE",0.84,41871654,0.201888399228544
"6861",22785,22785,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila ficusphila","Drosophila ficusphila (flies)",30025,"GCF_018152265.1","Contig","2020/11/30",167832931,167832931,"102","diptera_odb10","4.1.4",0.999087,0.996651,0.00243531,0.000304414,0.000608828,3285,9958166,9958166,"OXFORD_NANOPORE","MinION","Drosophila ficusphila","Drosophila ficusphila","OXFORD_NANOPORE","","Drosophila ficusphila",193473333.333333,167832931,"OXFORD_NANOPORE",25640402.333333,0.132526803004719,"Drosophila ficusphila",197300000,167832931,"OXFORD_NANOPORE",0.725,29467069,0.149351591485048
"6862",22786,22786,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila paulistorum","Drosophila paulistorum (flies)",46793,"GCA_018152135.1","Contig","2020/11/30",321171226,321171226,"","","",NA,NA,NA,NA,NA,NA,16514525,16514525,"ILLUMINA","Illumina HiSeq 4000","Drosophila paulistorum","Drosophila paulistorum","ILLUMINA","","Drosophila paulistorum",243173333.333333,321171226,"ILLUMINA",-77997892.666667,-0.320750189165481,"Drosophila paulistorum",247400000,321171226,"ILLUMINA",0.7855,-73771226,-0.298186038803557
"6863",22790,22790,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila jambulina","Drosophila jambulina (flies)",111875,"GCA_018152175.1","Contig","2020/11/30",179653633,179653633,"","","",NA,NA,NA,NA,NA,NA,24616268,24616268,"OXFORD_NANOPORE","MinION","Drosophila jambulina","Drosophila jambulina","OXFORD_NANOPORE","","Drosophila jambulina",211593333.333333,179653633,"OXFORD_NANOPORE",31939700.333333,0.150948519171995,"Drosophila jambulina",214700000,179653633,"OXFORD_NANOPORE",0.8035,35046367,0.163234126688402
"6864",22791,22791,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Zaprionus","Zaprionus inermis","Zaprionus inermis (flies)",30054,"GCA_018151445.1","Contig","2020/11/30",149549994,149549994,"","","",NA,NA,NA,NA,NA,NA,5752227,5752227,"ILLUMINA","Illumina HiSeq 4000","Zaprionus inermis","Zaprionus inermis","ILLUMINA","","Zaprionus inermis",202550000,149549994,"ILLUMINA",53000006,0.261663816341644,"Zaprionus inermis",202550000,149549994,"ILLUMINA",0.7735,53000006,0.261663816341644
"6865",22792,22792,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila paulistorum","Drosophila paulistorum (flies)",46793,"GCA_018151315.1","Contig","2020/11/30",256833452,256833452,"","","",NA,NA,NA,NA,NA,NA,2150662,2150662,"OXFORD_NANOPORE","MinION","Drosophila paulistorum","Drosophila paulistorum","OXFORD_NANOPORE","","Drosophila paulistorum",243173333.333333,256833452,"OXFORD_NANOPORE",-13660118.666667,-0.0561744105713361,"Drosophila paulistorum",247400000,256833452,"OXFORD_NANOPORE",0.7855,-9433452,-0.0381303637833468
"6866",22794,22794,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Zaprionus","Zaprionus tsacasi","Zaprionus tsacasi (flies)",429045,"GCA_018151455.1","Contig","2020/11/30",165518990,165518990,"","","",NA,NA,NA,NA,NA,NA,5453558,5453558,"ILLUMINA","Illumina HiSeq 4000","Zaprionus tsacasi","Zaprionus tsacasi","ILLUMINA","","Zaprionus tsacasi",221450000,165518990,"ILLUMINA",55931010,0.252567216075864,"Zaprionus tsacasi",221450000,165518990,"ILLUMINA",0.6925,55931010,0.252567216075864
"6867",22796,22796,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila triauraria","Drosophila triauraria (flies)",67534,"GCA_018151095.1","Contig","2020/11/30",199822644,199822644,"","","",NA,NA,NA,NA,NA,NA,932810,932810,"OXFORD_NANOPORE","MinION","Drosophila triauraria","Drosophila triauraria","OXFORD_NANOPORE","","Drosophila triauraria",251200000,199822644,"OXFORD_NANOPORE",51377356,0.204527691082803,"Drosophila triauraria",254550000,199822644,"OXFORD_NANOPORE",0.729,54727356,0.214996487919859
"6868",22797,22797,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila arawakana","Drosophila arawakana (flies)",30017,"GCA_018151165.1","Contig","2020/11/30",171389560,171389560,"","","",NA,NA,NA,NA,NA,NA,4863239,4863239,"OXFORD_NANOPORE","MinION","Drosophila arawakana","Drosophila arawakana","OXFORD_NANOPORE","","Drosophila arawakana",183750000,171389560,"OXFORD_NANOPORE",12360440,0.0672677006802721,"Drosophila arawakana",183750000,171389560,"OXFORD_NANOPORE",0.7465,12360440,0.0672677006802721
"6869",22803,22803,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila ambigua","Drosophila ambigua (flies)",7216,"GCA_018150905.1","Contig","2020/11/30",161264264,161264264,"","","",NA,NA,NA,NA,NA,NA,11334561,11334561,"OXFORD_NANOPORE","MinION","Drosophila ambigua","Drosophila ambigua","OXFORD_NANOPORE","","Drosophila ambigua",180313333.333333,161264264,"OXFORD_NANOPORE",19049069.333333,0.105644263689132,"Drosophila ambigua",182450000,161264264,"OXFORD_NANOPORE",0.874,21185736,0.11611803781858
"6870",22805,22805,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila sucinea","Drosophila sucinea (flies)",46791,"GCA_018150745.1","Contig","2020/11/30",184689537,184689537,"","","",NA,NA,NA,NA,NA,NA,8149606,8149606,"ILLUMINA","Illumina HiSeq 4000","Drosophila sucinea","Drosophila sucinea","ILLUMINA","","Drosophila sucinea",210593333.333333,184689537,"ILLUMINA",25903796.333333,0.123003876349361,"Drosophila sucinea",213200000,184689537,"ILLUMINA",0.74,28510463,0.133726374296435
"6872",22811,22811,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila equinoxialis","Drosophila equinoxialis (flies)",46790,"GCA_018150345.1","Contig","2020/11/30",221733993,221733993,"","","",NA,NA,NA,NA,NA,NA,6639417,6639417,"OXFORD_NANOPORE","MinION","Drosophila equinoxialis","Drosophila equinoxialis","OXFORD_NANOPORE","","Drosophila equinoxialis",269645000,221733993,"OXFORD_NANOPORE",47911007,0.177681792727475,"Drosophila equinoxialis",265450000,221733993,"OXFORD_NANOPORE",0.6295,43716007,0.164686407986438
"7072",23164,23164,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila ananassae","Drosophila ananassae (flies)",7217,"GCA_017639315.1","Chromosome","2020/03/30",234444577,234444577,"","","",NA,NA,NA,NA,NA,NA,22203700,22203700,"OXFORD_NANOPORE","MinION","Drosophila ananassae","Drosophila ananassae","OXFORD_NANOPORE","","Drosophila ananassae",200056000,234444577,"OXFORD_NANOPORE",-34388577,-0.171894754468749,"Drosophila ananassae",201850000,234444577,"OXFORD_NANOPORE",0.79,-32594577,-0.161479202378003
"7149",23448,23448,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila nasuta","Drosophila nasuta (flies)",42062,"GCA_017165715.1","Contig","2020/12/15",123353316,123353316,"","","",NA,NA,NA,NA,NA,NA,38741,38741,"","","Drosophila nasuta","Drosophila nasuta","","","Drosophila nasuta",244050000,123353316,"",120696684,0.494557197295636,"Drosophila nasuta",244050000,123353316,"",0.6155,120696684,0.494557197295636
"7185",23526,23526,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila virilis","Drosophila virilis (flies)",7244,"GCA_016920725.1","Scaffold","2020/12/23",182302857,182302647,"","","",NA,NA,NA,NA,NA,NA,16862309,18844710,"","","Drosophila virilis","Drosophila virilis","","","Drosophila virilis",351840000,182302857,"",169537143,0.48185863744884,"Drosophila virilis",331800000,182302857,"",0.5295,149497143,0.450564023508137
"7286",23912,23912,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila nasuta","Drosophila nasuta (flies)",42062,"GCA_016747895.1","Scaffold","2020/07/02",145640604,145535727,"","","",NA,NA,NA,NA,NA,NA,29599,33794,"OXFORD_NANOPORE","MinION","Drosophila nasuta","Drosophila nasuta","OXFORD_NANOPORE","","Drosophila nasuta",244050000,145640604,"OXFORD_NANOPORE",98409396,0.403234566687154,"Drosophila nasuta",244050000,145640604,"OXFORD_NANOPORE",0.6155,98409396,0.403234566687154
"7289",23918,23918,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCF_016746395.1","Chromosome","2017/03/09",131678491,131677491,"102","diptera_odb10","4.0.2",0.998782,0.993912,0.00487062,0.000304414,0.000913242,3285,22319038,23399919,"ILLUMINA","HiSeq X Ten","Drosophila simulans","Drosophila simulans","ILLUMINA","","Drosophila simulans",147945000,131678491,"ILLUMINA",16266509,0.109949704281997,"Drosophila simulans",166350000,131678491,"ILLUMINA",0.765,34671509,0.208425061617072
"7294",23923,23923,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila yakuba","Drosophila yakuba (flies)",7245,"GCA_016746335.1","Chromosome","2016/01/29",150022392,150021792,"","","",NA,NA,NA,NA,NA,NA,13144463,24263191,"ILLUMINA","HiSeq X Ten","Drosophila yakuba","Drosophila yakuba","ILLUMINA","","Drosophila yakuba",173612000,150022392,"ILLUMINA",23589608,0.135875446397714,"Drosophila yakuba",179750000,150022392,"ILLUMINA",0.77,29727608,0.165383076495132
"7295",23924,23924,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila yakuba","Drosophila yakuba (flies)",7245,"GCF_016746365.1","Chromosome","2020/12/05",147899151,147898051,"101","diptera_odb10","4.0.2",0.997869,0.995129,0.00273973,0.000608828,0.00152207,3285,18744349,25180726,"ILLUMINA","HiSeq X Ten","Drosophila yakuba","Drosophila yakuba","ILLUMINA","","Drosophila yakuba",173612000,147899151,"ILLUMINA",25712849,0.14810525194111,"Drosophila yakuba",179750000,147899151,"ILLUMINA",0.77,31850849,0.177195265646732
"7296",23925,23925,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila santomea","Drosophila santomea (flies)",129105,"GCF_016746245.1","Chromosome","2020/12/05",146781989,146780589,"100","diptera_odb10","4.0.2",0.999087,0.980822,0.0182648,0.000304414,0.000608828,3285,10765631,25613778,"ILLUMINA","HiSeq X Ten","Drosophila santomea","Drosophila santomea","ILLUMINA","","Drosophila santomea",173180000,146781989,"ILLUMINA",26398011,0.152431060168611,"Drosophila santomea",180100000,146781989,"ILLUMINA",0.785,33318011,0.184997284841755
"7297",23926,23926,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila teissieri","Drosophila teissieri (flies)",7243,"GCA_016746235.1","Chromosome","2020/11/22",149399958,149396658,"","","",NA,NA,NA,NA,NA,NA,6375999,24553518,"ILLUMINA","Illumina HiSeq 2500","Drosophila teissieri","Drosophila teissieri","ILLUMINA","","Drosophila teissieri",157770000,149399958,"ILLUMINA",8370042,0.0530521772200038,"Drosophila teissieri",163950000,149399958,"ILLUMINA",0.784,14550042,0.0887468252516011
"7435",24280,24280,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila triauraria","Drosophila triauraria (flies)",67534,"GCA_014170255.2","Chromosome","2020/08/14",195275685,195081481,"","","",NA,NA,NA,NA,NA,NA,1117044,34538105,"OXFORD_NANOPORE","MinION","Drosophila triauraria","Drosophila triauraria","OXFORD_NANOPORE","","Drosophila triauraria",251200000,195275685,"OXFORD_NANOPORE",55924315,0.222628642515924,"Drosophila triauraria",254550000,195275685,"OXFORD_NANOPORE",0.729,59274315,0.232859222156747
"7440",24309,24309,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_015852585.1","Chromosome","2020/11/25",167833895,167771695,"","","",NA,NA,NA,NA,NA,NA,2400860,30895887,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,167833895,"OXFORD_NANOPORE",1527533.57142901,0.00901937108297814,"Drosophila melanogaster",173300000,167833895,"OXFORD_NANOPORE",0.774,5466105,0.0315412867859204
"7442",24311,24311,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_015832445.1","Chromosome","2020/11/25",149104628,149072228,"","","",NA,NA,NA,NA,NA,NA,4368087,28232199,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,149104628,"OXFORD_NANOPORE",20256800.571429,0.119606930233737,"Drosophila melanogaster",173300000,149104628,"OXFORD_NANOPORE",0.774,24195372,0.139615533756492
"8588",26735,26735,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila triauraria","Drosophila triauraria (flies)",67534,"GCA_014170255.1","Chromosome","2020/08/14",198798533,198597517,"","","",NA,NA,NA,NA,NA,NA,1098508,34538105,"OXFORD_NANOPORE","MinION","Drosophila triauraria","Drosophila triauraria","OXFORD_NANOPORE","","Drosophila triauraria",251200000,198798533,"OXFORD_NANOPORE",52401467,0.208604566082803,"Drosophila triauraria",254550000,198798533,"OXFORD_NANOPORE",0.729,55751467,0.219019709290906
"9032",28029,28029,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_012273825.1","Scaffold","2019/11/22",110961886,110758094,"","","",NA,NA,NA,NA,NA,NA,303162,26278674,"ILLUMINA","Illumina HiSeq 4000","Drosophila melanogaster","Drosophila melanogaster","ILLUMINA","","Drosophila melanogaster",169361428.571429,110961886,"ILLUMINA",58399542.571429,0.344821976668665,"Drosophila melanogaster",173300000,110961886,"ILLUMINA",0.774,62338114,0.359712140796307
"9138",28261,28261,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila busckii","Drosophila busckii (flies)",30019,"GCF_011750605.1","Chromosome","2020/01/22",118492362,117352334,"101","diptera_odb10","4.0.2",0.980518,0.973212,0.00730594,0.00365297,0.0158295,3285,1002992,22692164,"","","Drosophila busckii","Drosophila busckii","","","Drosophila busckii",150930000,118492362,"",32437638,0.214918425760286,"Drosophila busckii",135600000,118492362,"",0.9055,17107638,0.126162522123894
"9259",28522,28522,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila elegans","Drosophila elegans (flies)",30023,"GCA_011057505.1","Chromosome","2019/11/17",294667071,293327592,"","","",NA,NA,NA,NA,NA,NA,25164,4737781,"","","Drosophila elegans","Drosophila elegans","","","Drosophila elegans",210666666.666667,294667071,"",-84000404.333333,-0.398736096518985,"Drosophila elegans",218200000,294667071,"",0.735,-76467071,-0.35044487167736
"9264",28532,28532,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila pseudoobscura","Drosophila pseudoobscura (flies)",7237,"GCF_009870125.1","Chromosome","2019/12/17",163282969,163274969,"104","diptera_odb10","4.0.2",0.99726,0.987519,0.00974125,0.000608828,0.0021309,3285,30706867,32422566,"ILLUMINA","HiSeq X Ten","Drosophila pseudoobscura","Drosophila pseudoobscura","ILLUMINA","","Drosophila pseudoobscura",164264000,163282969,"ILLUMINA",981031,0.00597228242341596,"Drosophila pseudoobscura",171050000,163282969,"ILLUMINA",0.8765,7767031,0.045407956737796
"9530",28987,28987,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila virilis","Drosophila virilis (flies)",7244,"GCA_007989325.2","Chromosome","2019/07/09",169771745,169755145,"","","",NA,NA,NA,NA,NA,NA,5099607,31075311,"PACBIO_SMRT","PacBio RS II","Drosophila virilis","Drosophila virilis","PACBIO_SMRT","","Drosophila virilis",351840000,169771745,"PACBIO_SMRT",182068255,0.517474576512051,"Drosophila virilis",331800000,169771745,"PACBIO_SMRT",0.5295,162028255,0.488331088004822
"9555",29071,29071,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila ananassae","Drosophila ananassae (flies)",7217,"GCF_003285975.2","Contig","2018/07/03",217108776,217108776,"101","diptera_odb10","4.0.2",0.99726,0.994521,0.00273973,0.000304414,0.00243531,3285,6212830,6212830,"PACBIO_SMRT","Sequel","Drosophila ananassae","Drosophila ananassae","PACBIO_SMRT","","Drosophila ananassae",200056000,217108776,"PACBIO_SMRT",-17052776,-0.085240012796417,"Drosophila ananassae",201850000,217108776,"PACBIO_SMRT",0.79,-15258776,-0.0755946296755016
"9565",29094,29094,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila pseudoobscura","Drosophila pseudoobscura (flies)",7237,"GCA_009870125.1","Chromosome","2019/12/17",163282963,163274963,"","","",NA,NA,NA,NA,NA,NA,30706867,32422566,"ILLUMINA","HiSeq X Ten","Drosophila pseudoobscura","Drosophila pseudoobscura","ILLUMINA","","Drosophila pseudoobscura",164264000,163282963,"ILLUMINA",981037,0.00597231894998295,"Drosophila pseudoobscura",171050000,163282963,"ILLUMINA",0.8765,7767037,0.0454079918152587
"9568",29105,29105,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_009869825.1","Scaffold","2017/01/01",118119443,117408062,"","","",NA,NA,NA,NA,NA,NA,3776,6087,"ILLUMINA","Illumina HiSeq 2500","Drosophila melanogaster","Drosophila melanogaster","ILLUMINA","","Drosophila melanogaster",169361428.571429,118119443,"ILLUMINA",51241985.571429,0.302559951245436,"Drosophila melanogaster",173300000,118119443,"ILLUMINA",0.774,55180557,0.318410600115407
